article name,year published,Author,Journal name
How appropriate are answers of online chat-based artificial intelligence (ChatGPT) to common questions on colon cancer?,2023,"SH Emile, N Horesh, M Freund, G Pellino, L Oliveira… - Surgery, 2023",surgjournal.com
[PDF][PDF] ChatGPT in newsrooms: Adherence of AI-generated content to journalism standards and prospects for its implementation in digital media,2023,"DI Zagorulko - Vcheni zapysky TNU imeni VI …, 2023",philol.vernadskyjournals.in.ua
"A Loosely Wittgensteinian Conception of the Linguistic Understanding of Large Language Models like BERT, GPT-3, and ChatGPT",2023,"R Gubelmann - Grazer Philosophische Studien, 2023",brill.com
"How is ChatGPT transforming academia? Examining its impact on teaching, research, assessment, and learning",2023,"A Malik, ML Khan, K Hussain - Examining its Impact on Teaching …, 2023",papers.ssrn.com
Leveraging Explainable AI to Analyze Researchers' Aspect-Based Sentiment About ChatGPT,2023,"S Lakhanpal, A Gupta, R Agrawal - International Conference on Intelligent …, 2023",Springer
The influence of ChatGPT on social science students: Insights drawn from undergraduate students in the United States,2023,"MI Jowarder - Indonesian Journal of Innovation and Applied …, 2023",ojs.literacyinstitute.org
Nuclear medicine from a novel perspective: Buvat and Weber talk with OpenAI's ChatGPT,2023,"I Buvat, W Weber - Journal of Nuclear Medicine, 2023",Soc Nuclear Med
[HTML][HTML] The knowledge and innovation challenges of CHATGPT: a scoping review,2023,"O Ali, P Murray, M Momin, FS Al-Anzi - Technology in Society, 2023",Elsevier
Future of education in the era of generative artificial intelligence: Consensus among Chinese scholars on applications of ChatGPT in schools,2023,"M Liu, Y Ren, LM Nyagoga, F Stonier… - Future in Educational …, 2023",Wiley Online Library
How did ChatGPT transform us in terms of transformative learning?,2023,"ZB Can, H Duman, B Buluş, Y Erişen - Journal of Social and …, 2023",journalser.com
[PDF][PDF] Overview of early ChatGPT's presence in medical literature: insights from a hybrid literature review by ChatGPT and human experts,2023,"O Temsah, SA Khan, Y Chaiah, A Senjab, K Alhasan… - Cureus, 2023",cureus.com
"Applications, Benefits, and Risks of ChatGPT in Medical and Health Sciences Research: An Experimental Study",2023,"YM Al-Worafi, A Hermansyah… - … In Microbes & …, 2023 - journals.hh",publisher.com
"[PDF][PDF] The Impact of Chat Generative Pre-trained Transformer (ChatGPT) on Oncology: Application, Expectations, and Future Prospects",2023,"Y Li, W Gao, Z Luan, Z Zhou, J Li - Cureus, 2023",cureus.com
A STUDY ON THE REFERENCES USED BY CHATGPT IN ACADEMIC TEXTS IT WROTE ABOUT ENGLISH LANGUAGE TEACHING: IMPLICATIONS FOR ENGLISH …,2023,"AE YASTIBAŞ - International Journal of Language Academy, 2023",search.ebscohost.com
"Evaluating Patient and Otolaryngologist Dialogues Generated by ChatGPT, Are They Adequate?",2023,"O Topsakal, TC Akinci, M Celikoyar - 2023",researchsquare.com
[HTML][HTML] ChatGPT: Transcending Language Limitations in Scientific Research Using Artificial Intelligence,2023,"M Osama, S Afridi, M Maaz - J Coll Physicians Surg Pak, 2023",jcpsp.pk
[HTML][HTML] Can linguists distinguish between ChatGPT/AI and human writing?: A study of research ethics and academic publishing,2023,"JE Casal, M Kessler - Research Methods in Applied Linguistics, 2023",Elsevier
Bridging the gap–the impact of ChatGPT on financial research,2023,"Y Cao, J Zhai - Journal of Chinese Economic and Business …, 2023",Taylor & Francis
[HTML][HTML] Could ChatGPT help you to write your next scientific paper?: concerns on research ethics related to usage of artificial intelligence tools,2023,"JY Park - Journal of the Korean Association of Oral and …, 2023",ncbi.nlm.nih.gov
ChatGPT chemistry assistant for text mining and the prediction of MOF synthesis,2023,"Z Zheng, O Zhang, C Borgs, JT Chayes… - Journal of the …, 2023",ACS Publications
ChatGPT outperforms crowd workers for text-annotation tasks,2023,"F Gilardi, M Alizadeh, M Kubli - Proceedings of the National …, 2023",National Acad Sciences
"[HTML][HTML] Harnessing the power of ChatGPT for automating systematic review process: Methodology, case study, limitations, and future directions",2023,"A Alshami, M Elsayed, E Ali, AEE Eltoukhy, T Zayed - Systems, 2023",mdpi.com
"ChatGPT, a friend or a foe? Integration of artificial intelligence-enabled chatbots in academic research",2023,"MA Yatoo, F Habib - 2023",Springer
"A sociological conversation with ChatGPT about AI ethics, affect and reflexivity",2023,"A Balmer - Sociology, 2023",journals.sagepub.com
A conversation with ChatGPT about the impact of the COVID-19 pandemic on education: Comparative review based on human–AI collaboration,2023,"T Karakose, M Demirkol, N Aslan, H Köse, R Yirci - International Journal, 2023",ceeol.com
[HTML][HTML] Exploring the role of a large language model on carpal tunnel syndrome management: an observation study of ChatGPT,2023,"I Seth, Y Xie, A Rodwell, D Gracias, G Bulloch… - The Journal of Hand …, 2023",Elsevier
Using a large language model (ChatGPT) to assess risk of bias in randomized controlled trials of medical interventions: protocol for a pilot study of interrater …,2023,"CJ Rose, M Ringsten, J Bidonde, J Glanville, RC Berg… - 2023",researchsquare.com
ChatGPT in education: Strategies for responsible implementation,2023,M Halaweh - 2023,digitallibrary.aau.ac.ae
May artificial intelligence influence future pediatric research?—The case of ChatGPT,2023,"A Corsello, A Santangelo - Children, 2023",mdpi.com
Leveraging chatgpt for enhancing critical thinking skills,2023,"Y Guo, D Lee - Journal of Chemical Education, 2023",ACS Publications
ChatGPT in Drug Discovery: A Case Study on Anticocaine Addiction Drug Development with Chatbots,2023,"R Wang, H Feng, GW Wei - Journal of Chemical Information and …, 2023",ACS Publications
[HTML][HTML] Performance of ChatGPT on USMLE: potential for AI-assisted medical education using large language models,2023,"TH Kung, M Cheatham, A Medenilla, C Sillos… - PLoS digital …, 2023",journals.plos.org
Can chatgpt improve investment decision? from a portfolio management perspective,2023,"H Ko, J Lee - From a portfolio management perspective, 2023",papers.ssrn.com
Reliability and Quality of the Nursing Care Planning Texts Generated by ChatGPT,2023,"M Dağcı, F Çam, A Dost - Nurse Educator, 2023",journals.lww.com
Errors of commission and omission in artificial intelligence: contextual biases and voids of ChatGPT as a research assistant,2023,"HM Salleh - Digital Economy and Sustainable Development, 2023",Springer
Leveraging chatgpt in android app development: A case study on supporting novice developers in creating successful apps,2023,"MI Al-Khiami, M Jaeger - 2023",preprints.org
Powerful or mediocre? Kindergarten teachers' perspectives on using ChatGPT in early childhood education,2023,"J Su, W Yang - Interactive Learning Environments, 2023",Taylor & Francis
"ChatGPT and the entangled evolution of society, education, and technology: A systems theory perspective",2023,"S Watson, J Romic - European Educational Research …, 2023",journals.sagepub.com
Clause complexing in research-article abstracts: Comparing human-and AI-generated texts,2023,"AP Leong - ExELL (Explorations in English Language and …, 2023",ceeol.com
The Role of ChatGPT in Enhancing Financial Literacy and Education,2023,"S Awasthi - Journal of Applied Management …, 2023",instancesanshodhan.sscldl.in
Using chatgpt to analyze ransomware messages and to predict ransomware threats,2023,"H Fujima, T Kumamoto, Y Yoshida - 2023",researchsquare.com
What is human about writing?: Writing process theory and ChatGPT,2023,SH Campbell - 2023,researchsquare.com
[PDF][PDF] How to Edit a Manuscript with Assistance of ChatGPT,2023,"NV Tran, DNC Nguyen, DH Nguyen… - TTU Journal of …, 2023",researchgate.net
Aisha: A custom AI library chatbot using the ChatGPT API,2023,"Y Lappalainen, N Narayanan - Journal of Web Librarianship, 2023",Taylor & Francis
Re: Online patient education in body contouring: A comparison between Google and ChatGPT,2023,"JQ Tay - Journal of Plastic, Reconstructive & Aesthetic Surgery, 2023",jprasurg.com
QualiGPT: GPT as an easy-to-use tool for qualitative coding,2023,"H Zhang, C Wu, J Xie, CM Kim, JM Carroll - arXiv preprint arXiv …, 2023",arxiv.org
[HTML][HTML] Can large language models write reflectively,2023,"Y Li, L Sha, L Yan, J Lin, M Raković, K Galbraith… - … and Education: Artificial …, 2023",Elsevier
[PDF][PDF] Docgpt: Impact of chatgpt-3 on health services as a virtual doctor,2023,"L Iftikhar, MF Iftikhar, MI Hanif - EC Paediatrics, 2023",researchgate.net
[PDF][PDF] AI-generated content detectors: Boon or bane for scientific writing,2023,"N Ladha, K Yadav, P Rathore - Indian Journal …, 2023 - sciresol.s3.us-east",2.amazonaws …
"Analysis College Students' attitude towards the use of ChatGPT in their academic activities: Effect of intent to use, verify information and responsible use",2023,"BGA Enriquez, MAA Ballesteros, OH Jordan, CL Roca… - 2023",researchsquare.com
Public perceptions towards ChatGPT​ a​ s the​ Robo​-Assistant,2023,"K Jangjarat, T Kraiwanit, P Limna… - Jangjarat, K., Kraiwanit …, 2023",papers.ssrn.com
A cross-disciplinary examination of the instructional uses of ChatGPT in higher education,2023,"S Onal, D Kulavuz-Onal - Journal of Educational Technology …, 2023",journals.sagepub.com
To use or not to use ChatGPT in higher education? A study of students' acceptance and use of technology,2023,"A Strzelecki - Interactive Learning Environments, 2023",Taylor & Francis
"ChatGPT applications in academic research: A review of benefits, concerns, and recommendations",2023,"A AlZaabi, A ALamri, H Albalushi, R Aljabri… - bioRxiv, 2023",biorxiv.org
[PDF][PDF] The beginning of ChatGPT,2023,"H Baber, K Nair, R Gupta, K Gurjar - 2023",researchgate.net
"Integration of Artificial Intelligence, ChatGPT, and Critical Thinking Method for Academic Assignment at Theological Higher Education",2023,TO Marbun - 2023,researchsquare.com
Can ChatGPT and Other AI Bots Serve as Peer Reviewers?,2023,"JM Buriak, MC Hersam, PV Kamat - ACS Energy Letters, 2023",ACS Publications
"ChatGPT, AI advertising, and advertising research and education",2023,"J Huh, MR Nelson, CA Russell - Journal of Advertising, 2023",Taylor & Francis
"ChatGPT utility in healthcare education, research, and practice: systematic review on the promising perspectives and valid concerns",2023,"M Sallam - Healthcare, 2023",mdpi.com
"Generative AI effects on school systems: An overview of generative AI with focus on ChatGPT, what it is, what it isn't and how it works.",2023,E Simonsson - 2023 - diva,portal.org
ChatGPT-versus human-generated answers to frequently asked questions about diabetes: A Turing test-inspired survey among employees of a Danish diabetes …,2023,"A Hulman, OL Dollerup, JF Mortensen, ME Fenech… - Plos one, 2023",journals.plos.org
The opportunities and challenges of ChatGPT in education,2023,"I Adeshola, AP Adepoju - Interactive Learning Environments, 2023",Taylor & Francis
Evaluating academic answers generated using ChatGPT,2023,"S Fergus, M Botha, M Ostovar - Journal of Chemical Education, 2023",ACS Publications
The utility of ChatGPT in educational research-potential opportunities and pitfalls,2023,"T Karakose - Educational Process: International Journal (EDUPIJ), 2023",ceeol.com
Bibliographic Research with ChatGPT may be Misleading: Comment,2023,"H Daungsupawong, V Wiwanitkit - Journal of Pediatric Surgery, 2023",jpedsurg.org
Fighting reviewer fatigue or amplifying bias? Considerations and recommendations for use of ChatGPT and other large language models in scholarly peer review,2023,"M Hosseini, SPJM Horbach - Research integrity and peer review, 2023",Springer
[HTML][HTML] Human-like problem-solving abilities in large language models using ChatGPT,2023,"G Orrù, A Piarulli, C Conversano… - Frontiers in artificial …, 2023",frontiersin.org
ChatGPT for education and research: A review of benefits and risks,2023,"S Sok, K Heng - Available at SSRN 4378735, 2023",papers.ssrn.com
The rise of artificial intelligence: addressing the impact of large language models such as ChatGPT on scientific publications,2023,"TL Ang, M Choolani, KC See… - Singapore Medical Journal, 2023",journals.lww.com
ChatGPT in medical writing: A game-changer or a gimmick?,2023,"SS Ahaley, A Pandey, SK Juneja… - … in Clinical Research, 2023",journals.lww.com
"The scientific knowledge of bard and ChatGPT in endocrinology, diabetes, and diabetes technology: multiple-choice questions examination-based performance",2023,"SA Meo, T Al-Khlaiwi, AA AbuKhalaf… - Journal of Diabetes …, 2023",journals.sagepub.com
Exploring Ethical Boundaries: Can ChatGPT Be Prompted to Give Advice on How to Cheat in University Assignments?,2023,DHR Spennemann - 2023,preprints.org
Exhibiting the Heritage of COVID-19—A Conversation with ChatGPT,2023,"DHR Spennemann - Heritage, 2023",mdpi.com
Mastering medical terminology with ChatGPT and Termbot,2023,"MH Hsu - Health Education Journal, 2023",journals.sagepub.com
"[PDF][PDF] ChatGPT and Future of Medical Research Writing, J of med & Clin Nursing & Health 1 (1), 01-04",2023,AL Alkhaqani - 2023,researchgate.net
Uses and misuses of ChatGPT by academic community: an overview and guidelines,2023,"M Abbas - Available at SSRN 4402510, 2023",papers.ssrn.com
ChatGPT giving advice on how to cheat in university assignments—how workable are its suggestions?,2023,"D Spennemann, J Biles, L Brown, M Ireland… - 2023",researchsquare.com
[PDF][PDF] ChatGPT-versus human-generated answers to frequently asked questions about diabetes: A Turing test-inspired survey among employees of a Danish …,2023,K Norman - 2023,portal.findresearcher.sdu.dk
How does ChatGPT-4 preform on non-English national medical licensing examination? An evaluation in Chinese language,2023,"C Fang, Y Wu, W Fu, J Ling, Y Wang, X Liu… - PLOS Digital …, 2023",journals.plos.org
AI in the workplace: Examining the effects of ChatGPT on information support and knowledge acquisition,2023,"H Jo, DH Park - International Journal of Human–Computer …, 2023",Taylor & Francis
A Generative AI Chatbot in High School Advising: A Qualitative Analysis of Domain-Specific Chatbot and ChatGPT,2023,"SK Assayed, M Alkhatib, K Shaalan - 2023",researchsquare.com
The quality of CLP-related information for patients provided by ChatGPT,2023,"GS Duran, E Yurdakurban… - The Cleft Palate …, 2023",journals.sagepub.com
ChatGPT and patient information in nuclear medicine: GPT-3.5 versus GPT-4,2023,"G Currie, S Robbie, P Tually - Journal of Nuclear Medicine …, 2023",Soc Nuclear Med
"Leveraging Deep Learning and Language Models in Revolutionizing Water Resource Management, Research, and Policy Making: A Case for ChatGPT",2023,"PP Ray - ACS ES&T Water, 2023",ACS Publications
Performance of ChatGPT-4 and Bard Chatbots in Responding to Common Patient Questions on Prostate Cancer 177Lu-PSMA-617 Therapy,2023,"GB Bilgin, C Bilgin, DS Childs, JJ Orme, BJ Burkett… - 2023",researchsquare.com
Assessment of various GPT Models versus the human text: a quantitative analysis of lexis and cohesion,2023,"D Skowron, A Bączkowska - Forum Filologiczne …, 2023",repozytorium.bg.ug.edu.pl
"[HTML][HTML] Performance of ChatGPT, Bard, Claude, and Bing on the Peruvian national licensing medical examination: a cross-sectional study",2023,"BC Torres-Zegarra, W Rios-Garcia… - Journal of Educational …, 2023",jeehp.org
[HTML][HTML] … of publication in Orthopedics & Traumatology: Surgery & Research? Analysis of 425 articles before versus after the launch of ChatGPT in November 2022,2023,"T Bisi, A Risser, P Clavert, H Migaud… - … & Traumatology: Surgery & …, 2023",Elsevier
"ChatGPT and Moodle Walk into a Bar: Capabilities, Integration, Use Cases, and Challenges",2023,"J Lin - 2023 IEEE International Conference on Teaching …, 2023",ieeexplore.ieee.org
GPT-PACK: Can GenAI act as TPACK Peer Tutor for Preservice Teachers? A Comparative Study on Objective TPACK of Humans and ChatGPT 3.5,2023,"F Çelik, CY Ersanlı, A Drummond - 2023",researchsquare.com
ChatGPT in anaesthesia research: risk of fabrication in literature searches,2023,"TR Grigio, H Timmerman, AP Wolff - British Journal of …, 2023",bjanaesthesia.org
[HTML][HTML] Analyzing the potential benefits and use cases of ChatGPT as a tool for improving the efficiency and effectiveness of business operations,2023,"R Raj, A Singh, V Kumar, P Verma - BenchCouncil Transactions on …, 2023",Elsevier
Expanding horizons and navigating challenges for enhanced clinical workflows: ChatGPT in urology,2023,"A Talyshinskii, N Naik, BMZ Hameed… - Frontiers in …, 2023",frontiersin.org
Immediacy as a better service: Analysis of limitations of the use of ChatGPT in library services,2023,"GC Yamson - Information Development, 2023",journals.sagepub.com
Evaluating recommendations about atrial fibrillation for patients and clinicians obtained from chat-based artificial intelligence algorithms,2023,"Z Azizi, P Alipour, S Gomez, C Broadwin… - Circulation …, 2023",Am Heart Assoc
"Knowledge, attitude, and practices of general population toward utilizing ChatGPT: A cross-sectional study",2023,"N Bodani, A Lal, A Maqsood, S Altamash… - SAGE …, 2023",journals.sagepub.com
"Large language models in health care: Development, applications, and challenges",2023,"R Yang, TF Tan, W Lu, AJ Thirunavukarasu… - Health Care …, 2023",Wiley Online Library
Exploring the use of artificial intelligence for qualitative data analysis: The case of ChatGPT,2023,"DL Morgan - International journal of qualitative methods, 2023",journals.sagepub.com
ChatGPT in the English Classroom: 18 Students Test it and Share their Insights,2023,"N Murray - Teaching and Learning Excellence …, 2023",… journals.publicknowledgeproject.org
Optimizing ChatGPT as a Writing Aid for EFL Learners: Balancing Assistance and Skill Development in Writing Proficiency,2023,"R Faiz, HAB Bilal, I Asghar… - Linguistic Forum-A Journal …, 2023",linguisticforum.com
Assessing ChatGPT's capacity for clinical decision support in pediatrics: A comparative study with pediatricians using KIDMAP of Rasch analysis,2023,"HJ Kao, TW Chien, WC Wang, W Chou, JC Chow - Medicine, 2023",journals.lww.com
Designing chemical reaction arrays using phactor and ChatGPT,2023,"B Mahjour, J Hoffstadt, T Cernak - Organic Process Research & …, 2023",ACS Publications
ChatGPT and moodle walk into a bar: a demonstration of AI's mind-blowing impact on E-Learning,2023,"J Lin - Available at SSRN 4393445, 2023",papers.ssrn.com
Regarding “Practice patterns surrounding the use of tibial interventions for claudication in the Medicare population: ChatGPT writes a Letter to the Editor”,2023,"RH Samson - Journal of Vascular Surgery, 2023",jvascsurg.org
Factors to Consider When Selecting a Large Language Model: A Comparative Analysis,2023,"S Mandvikar - International Journal of Intelligent …, 2023",research.tensorgate.org
A bibliometric analysis of the rise of ChatGPT in medical research,2023,"NM Barrington, N Gupta, B Musmar, D Doyle… - Medical …, 2023",mdpi.com
ChatGPT in medical school: how successful is AI in progress testing?,2023,"H Friederichs, WJ Friederichs, M März - Medical Education Online, 2023",Taylor & Francis
Shortcomings of ChatGPT,2023,"J Tyson - Journal of Chemical Education, 2023",ACS Publications
[PDF][PDF] ChatGPT: A new study tool shaping the future for high school students,2023,"N Forman, J Udvaros, MS Avornicului - future, 2023",researchgate.net
"Teaching-mode agnostic, execution oriented, cheating and AI (ChatGPT) resistant written assignment assessment method",2023,L Orban - 2023,osf.io
Two Birds With One Stone: Writing a Paper Entitled “ChatGPT as a Tool for Studying Human-AI Interaction in the Wild” with ChatGPT,2023,"NL Tenhundfeld - Proceedings of the Human Factors and …, 2023",journals.sagepub.com
The impact of ChatGPT on higher education,2023,"J Dempere, K Modugu, A Hesham… - Frontiers in …, 2023",frontiersin.org
[PDF][PDF] Distinguishing academic science writing from humans or ChatGPT with over 99% accuracy using off-the-shelf machine learning tools,2023,"H Desaire, AE Chua, M Isom, R Jarosova… - Cell Reports Physical …, 2023",cell.com
[HTML][HTML] Analysis of ChatGPT publications in radiology: Literature so far,2023,"K Bera, G O'Connor, S Jiang, SH Tirumani… - Current Problems in …, 2023",Elsevier
Explanations from ChatGPT: Targeted Task Improvements But No Generalized Gains in Metacognitive Abilities for Novice Language Learners,2023,M Mousazadeh - 2023,researchsquare.com
[HTML][HTML] A social robot connected with chatGPT to improve cognitive functioning in ASD subjects,2023,"F Bertacchini, F Demarco, C Scuro, E Bilotta - Frontiers in Psychology, 2023",frontiersin.org
ChatGPT and other AIs: Personal relief and limitations among mathematics-oriented learners,2023,"JP Remoto - Environment and social psychology, 2023",esp.apacsci.com
"Chatgpt as an educational tool: Opportunities, challenges, and recommendations for communication, business writing, and composition courses",2023,"MA AlAfnan, S Dishari, M Jovic… - Journal of Artificial …, 2023 - ojs.istp",press.com
[PDF][PDF] ChatGPT for future medical and dental research,2023,"B Fatani - Cureus, 2023",cureus.com
An interview with ChatGPT on emergency remote teaching: A comparative analysis based on human–AI collaboration,2023,"T Tülübaş, M Demirkol, TY Ozdemir, H Polat… - Educational Process …, 2023",ceeol.com
[PDF][PDF] ChatGPT and artificial intelligence in transplantation research: is it always correct?,2023,"B Rawashdeh, J Kim, SA AlRyalat, R Prasad… - Cureus, 2023",cureus.com
"ChatGPT, an artificial intelligence chatbot, is impacting medical literature",2023,"JH Lubowitz - Arthroscopy, 2023",arthroscopyjournal.org
[HTML][HTML] Can ChatGPT draft a research article? An example of population-level vaccine effectiveness analysis,2023,"C Macdonald, D Adeloye, A Sheikh… - Journal of global …, 2023",ncbi.nlm.nih.gov
Was this title generated by ChatGPT? Considerations for artificial intelligence text-generation software programs for chemists and chemistry educators,2023,"ME Emenike, BU Emenike - Journal of Chemical Education, 2023",ACS Publications
[HTML][HTML] ChatGPT in academic writing: Maximizing its benefits and minimizing the risks,2023,"H Mondal, S Mondal - Indian Journal of Ophthalmology, 2023",journals.lww.com
Conducting academic research with the ai interface chatgpt: Challenges and opportunities,2023,"İ DÖNMEZ, I Sahin, S GÜLEN - Journal of STEAM Education, 2023",dergipark.org.tr
From ChatGPT-3 to GPT-4: a significant advancement in ai-driven NLP tools,2023,"MS Rahaman, MMT Ahsan, N Anjum… - … of Engineering and …, 2023",journals.cspc.edu.ph
[PDF][PDF] The use of ChatGPT in the digital era: Perspectives on chatbot implementation,2023,"P Limna, T Kraiwanit, K Jangjarat… - Journal of Applied …, 2023",researchgate.net
Potential use of artificial intelligence in infectious disease: take ChatGPT as an example,2023,"K Cheng, Z Li, Y He, Q Guo, Y Lu, S Gu… - Annals of Biomedical …, 2023",Springer
Calling BS on ChatGPT: Reflections on AI as a communication source,2023,"SS Sundar, M Liao - Journalism & Communication …, 2023",journals.sagepub.com
"[HTML][HTML] ChatGPT in action: Harnessing artificial intelligence potential and addressing ethical challenges in medicine, education, and scientific research",2023,"M Jeyaraman, S Ramasubramanian… - World Journal of …, 2023",ncbi.nlm.nih.gov
"ChatGPT versus human in generating medical graduate exam multiple choice questions—A multinational prospective study (Hong Kong SAR, Singapore, Ireland, and …",2023,"BHH Cheung, GKK Lau, GTC Wong, EYP Lee… - PLoS …, 2023",journals.plos.org
A role for ChatGPT and AI in gifted education,2023,"D Siegle - Gifted Child Today, 2023",journals.sagepub.com
Research on Miniaturization Trend of ChatGPT Technology Model,2023,"X Shi, X Du, X Song - Journal of Artificial Intelligence and …, 2023 - ojs.istp",press.com
AI as a Co-Engineer: A Case Study of ChatGPT in Software Lifecycle,2023,"R Djaber, H Ismail - 2023",researchsquare.com
[HTML][HTML] Testing the ability of teachers and students to differentiate between essays generated by ChatGPT and high school students,2023,"T Waltzer, RL Cox, GD Heyman - Human behavior and emerging …, 2023",hindawi.com
Evaluating Large Language Models in Ransomware Negotiation: A Comparative Analysis of ChatGPT and Claude,2023,"T Kumamoto, Y Yoshida, H Fujima - 2023",researchsquare.com
The complex ethics of applying ChatGPT and language model artificial intelligence in dermatology,2023,"AL Ferreira, JB Lipoff - Journal of the American Academy of Dermatology, 2023",jaad.org
Evaluating a large language model's ability to solve programming exercises from an introductory bioinformatics course,2023,"SR Piccolo, P Denny, A Luxton-Reilly… - PLOS Computational …, 2023",journals.plos.org
Beyond the Algorithm: Understanding How ChatGPT Handles Complex Library Queries,2023,"SQ Yang, S Mason - Internet Reference Services Quarterly, 2023",Taylor & Francis
Artificial history? Inquiring ChatGPT on historiography,2023,"AP Leme Lopes - Rethinking History, 2023",Taylor & Francis
Exploring the use of AI in qualitative analysis: A comparative study of guaranteed income data,2023,"L Hamilton, D Elliott, A Quick… - … journal of qualitative …, 2023",journals.sagepub.com
ChatGPT ile işbirliği yapmak: Alman Dili Eğitimi Üzerine Keşfedici Bir Çalışma,2023,"M Çıldır - Alman Dili ve Kültürü Araştırmaları Dergisi, 2023",avesis.gazi.edu.tr
A chat about bipolar disorder,2023,"G Parker, MJ Spoelma - Bipolar Disorders, 2023",Wiley Online Library
ChatGPT in education,2023,"S Aktay, GÖK Seçkin, D Uzunoğlu - Türk Akademik Yayınlar Dergisi …, 2023",dergipark.org.tr
Educational Applications of the ChatGPT AI System: A Systematic Review Research.,2023,"ZH İpek, AIC Gözüm, S Papadakis… - Educational Process …, 2023",ceeol.com
The beginning of ChatGPT–a systematic and bibliometric review of the literature,2023,"H Baber, K Nair, R Gupta, K Gurjar - Information and Learning …, 2023",emerald.com
[HTML][HTML] Evaluation of ChatGPT and Google Bard Using Prompt Engineering in Cancer Screening Algorithms,2023,"D Nguyen, D Swanson, A Newbury, YH Kim - Academic Radiology, 2023",Elsevier
[PDF][PDF] Exploring the boundaries of reality: investigating the phenomenon of artificial intelligence hallucination in scientific writing through ChatGPT references,2023,"SA Athaluri, SV Manthena, VSRKM Kesapragada… - Cureus, 2023",cureus.com
[HTML][HTML] ChatGPT performance in the medical specialty exam: An observational study,2023,"AD Oztermeli, A Oztermeli - Medicine, 2023",journals.lww.com
Exploring the use of ChatGPT in OBGYN: a bibliometric analysis of the first ChatGPT-related publications,2023,"G Levin, Y Brezinov, R Meyer - Archives of Gynecology and Obstetrics, 2023",Springer
[HTML][HTML] Adversarial attacks on large language model-based system and mitigating strategies: A case study on chatgpt,2023,"B Liu, B Xiao, X Jiang, S Cen, X He… - Security and …, 2023",hindawi.com
"Exploring Chatgpt: An Extensive Examination of its Background, Applications, Key Challenges, Bias, Ethics, Limitations, and Future Prospects",2023,"A Pathak - Applications, Key Challenges, Bias, Ethics, Limitations …, 2023",papers.ssrn.com
The potential use of ChatGPT for debugging and bug fixing,2023,"MA Haque, S Li - 2023",oulurepo.oulu.fi
Dr. ChatGPT: utilizing artificial intelligence in surgical education,2023,"MS Lebhar, A Velazquez, S Goza… - The Cleft Palate …, 2023",journals.sagepub.com
Comparative performance of ChatGPT and bard in a text-based radiology knowledge assessment,2023,"NS Patil, RS Huang, CB van der Pol… - Canadian …, 2023",journals.sagepub.com
Artificial intelligence-based tools in research writing: Current trends and future potentials,2022,"D Adams, KM Chuah - Artificial intelligence in higher education, 2022",taylorfrancis.com
A Brief analysis of “ChatGPT”–A revolutionary tool designed by OpenAI,2022,"MA Haque - EAI Endorsed Transactions on AI and Robotics, 2022",publications.eai.eu
"[HTML][HTML] An era of ChatGPT as a significant futuristic support tool: A study on features, abilities, and challenges",2022,"A Haleem, M Javaid, RP Singh - BenchCouncil transactions on …, 2022",Elsevier
[PDF][PDF] Embracing Artificial Intelligence to Improve Self-Directed Learning: A Cybersecurity Classroom Study,2022,"J Marquardson - INFORMATION SYSTEMS EDUCATION JOURNAL, 2022",isedj.org
Has OpenAI Achieved Artificial General Intelligence in ChatGPT?,2022,"AE Williams - Artificial Intelligence and Applications, 2022",ojs.bonviewpress.com
A Brief analysis of “ChatGPT”–A revolutionary tool designed by OpenAI,2022,"MA Haque - EAI Endorsed Transactions on AI and Robotics, 2022",publications.eai.eu
"[HTML][HTML] An era of ChatGPT as a significant futuristic support tool: A study on features, abilities, and challenges",2022,"A Haleem, M Javaid, RP Singh - BenchCouncil transactions on …, 2022",Elsevier
ChatGPT in Urogynecology Research: Novel or Not?,2022,"D Choueka, AL Tabakin, DF Shalom - Urogynecology, 2022",journals.lww.com
[PDF][PDF] Application of Artificial Intelligence powered digital writing assistant in higher education: randomized controlled trial,2021,"N Nazari, MS Shabbir, R Setiawan - Heliyon, 2021",cell.com
